,Body_Dimensions,Body_SIM,Body_Weight,Display_Resolution,Display_Size,Display_Type,Launch_Announced,Memory_Card slot,Memory_Internal,Name,Network_Technology,Platform_CPU,Platform_OS,Battery_Type,Comms_Bluetooth,Comms_Infrared port,Comms_NFC,Comms_Positioning,Comms_Radio,Comms_USB,Comms_WLAN,Features_Sensors,Main Camera_Dual,Main Camera_Features,Main Camera_Single,Main Camera_Triple,Main Camera_Video,Misc_Price,Selfie camera_Features,Selfie camera_Single,Selfie camera_Video,Sound_3.5mm jack,Sound_Loudspeaker,Selfie camera_Dual,Selfie camera_Triple,Main Camera_Quad,Main Camera_Dual or Triple,Main Camera_Penta,Main Camera_Five,Device_label,Brand
48,152.6 x 75.4 x 8.7 mm (6.01 x 2.97 x 0.34 in),"Dual SIM (Nano-SIM, dual stand-by)",155 g (5.47 oz),"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","5.5 inches, 83.4 cm2 (~72.5% screen-to-body ratio)",IPS LCD,"2017, April",microSDXC,32GB 3GB RAM,alcatel Flash (2017),GSM / HSPA / LTE,"Deca-core (2x2.3 GHz Cortex-A72, 4x1.9 GHz Cortex-A53, 4x1.4 GHz Cortex-A53)",Android 6.0 (Marshmallow),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
49,140.7 x 71.8 x 10 mm (5.54 x 2.83 x 0.39 in),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",-,"480 x 854 pixels, 16:9 ratio (~196 ppi density)","5.0 inches, 68.9 cm2 (~68.2% screen-to-body ratio)",IPS LCD,"2017, February",microSDHC,8GB 1GB RAM,alcatel U5,GSM / HSPA / LTE,Quad-core 1.1 GHz Cortex-A53,Android 6.0 (Marshmallow),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
50,146 x 72.1 x 7.7 mm (5.75 x 2.84 x 0.30 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",-,"720 x 1280 pixels, 16:9 ratio (~282 ppi density)","5.2 inches, 74.5 cm2 (~70.8% screen-to-body ratio)",IPS LCD,"2017, February",microSDHC,"16GB 2GB RAM, 32GB 3GB RAM",alcatel A5 LED,GSM / HSPA / LTE,Octa-core 1.3 GHz Cortex-A53,Android 6.0 (Marshmallow),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
51,142 x 70.5 x 8.6 mm (5.59 x 2.78 x 0.34 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",-,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)","5.0 inches, 68.9 cm2 (~68.8% screen-to-body ratio)",IPS LCD,"2017, February",microSDHC,16GB 1.5GB RAM,alcatel A3,GSM / HSPA / LTE,Quad-core 1.25 GHz Cortex-A53,Android 6.0 (Marshmallow),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
52,165 x 82.5 x 7.9 mm (6.50 x 3.25 x 0.31 in),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",-,"720 x 1280 pixels, 16:9 ratio (~245 ppi density)","6.0 inches, 99.2 cm2 (~72.9% screen-to-body ratio)",IPS FL LCD,"2017, January",microSDHC (dedicated slot),"8GB 2GB RAM, 16GB 2GB RAM",alcatel A3 XL,GSM / HSPA / LTE,Quad-core 1.1 GHz Cortex-A7,Android 7.0 (Nougat),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
53,141.5 x 71.2 x 7.5 mm (5.57 x 2.80 x 0.30 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",156 g (5.50 oz),"720 x 1280 pixels, 16:9 ratio (~294 ppi density)","5.0 inches, 68.9 cm2 (~68.4% screen-to-body ratio)",IPS LCD,"2016, September. Released 2016, October",microSDXC,16GB 2GB RAM,alcatel Shine Lite,GSM / HSPA / LTE,Quad-core 1.3 GHz Cortex-A53,Android 6.0 (Marshmallow),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
54,152 x 78.3 x 9.9 mm (5.98 x 3.08 x 0.39 in),"Dual SIM (Micro-SIM, dual stand-by)",202 g (7.13 oz),"720 x 1280 pixels, 16:9 ratio (~267 ppi density)","5.5 inches, 83.4 cm2 (~70.1% screen-to-body ratio)",IPS LCD,"2016, September. Released 2016, October",microSDHC (dedicated slot),8GB 1GB RAM,alcatel Pixi 4 Plus Power,GSM / HSPA,Quad-core 1.3 GHz Cortex-A7,Android 6.0 (Marshmallow),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
55,150.9 x 77 x 8.1 mm (5.94 x 3.03 x 0.32 in),Nano-SIM,163.9 g (5.78 oz),"720 x 1280 pixels, 16:9 ratio (~267 ppi density)","5.5 inches, 83.4 cm2 (~71.8% screen-to-body ratio)",IPS LCD,"2016, August. Released 2016, August",microSDXC (dedicated slot),16GB 2GB RAM,alcatel Fierce 4,GSM / HSPA / LTE,Quad-core 1.1 GHz Cortex-A7,Android 6.0 (Marshmallow),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
56,145 x 69.2 x 7 mm (5.71 x 2.72 x 0.28 in),"Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",140 g (4.94 oz),"720 x 1280 pixels, 16:9 ratio (~294 ppi density)","5.0 inches, 68.9 cm2 (~68.7% screen-to-body ratio)",Super AMOLED,"2015, December. Released 2016, June",microSDXC,16GB 2GB RAM,alcatel X1,GSM / HSPA / LTE,Octa-core (4x1.4 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Android 5.1 (Lollipop),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
57,140.7 x 72.7 x 9.5 mm (5.54 x 2.86 x 0.37 in),Micro-SIM,148 g (5.22 oz),"480 x 854 pixels, 16:9 ratio (~196 ppi density)","5.0 inches, 68.9 cm2 (~67.3% screen-to-body ratio)",IPS LCD,"2016, June. Released 2016, June",microSDHC (dedicated slot),8GB 1GB RAM,alcatel Pixi 4 (5),GSM / HSPA,Quad-core 1.3 GHz,Android 6.0 (Marshmallow),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
58,152.6 x 76.4 x 8.2 mm (6.01 x 3.01 x 0.32 in),"Dual SIM (Micro-SIM, dual stand-by)",157g (5.54 oz),"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","5.5 inches, 83.4 cm2 (~71.5% screen-to-body ratio)",IPS LCD,"2016, May. Released 2016, May",microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM",alcatel Flash Plus 2,GSM / HSPA / LTE,Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Android 6.0 (Marshmallow),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
59,192 x 110 x 9.4 mm (7.56 x 4.33 x 0.37 in),Micro-SIM,295.1 g (10.41 oz),"600 x 1024 pixels, 16:9 ratio (~170 ppi density)","7.0 inches, 137.9 cm2 (~65.3% screen-to-body ratio)",TFT,"2016, April. Released 2016, April",microSDHC (dedicated slot),8GB 1GB RAM,alcatel Pop 7 LTE,GSM / HSPA / LTE,Quad-core 1.1 GHz,Android 6.0.1 (Marshmallow),,,,,,,,,,,,,,,,,,,,,,,,,,,tablet,alcatel
60,152 x 77 x 7.9 mm (5.98 x 3.03 x 0.31 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",-,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","5.5 inches, 83.4 cm2 (~71.3% screen-to-body ratio)",IPS LCD,"2016, February. Released 2016, Q3",microSDXC (dedicated slot),16GB 2GB RAM,alcatel Pop 4S,GSM / HSPA / LTE,Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Android 6.0 (Marshmallow),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
61,151 x 77 x 8 mm (5.94 x 3.03 x 0.31 in),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",-,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)","5.5 inches, 83.4 cm2 (~71.7% screen-to-body ratio)",IPS LCD,"2016, February. Released 2016, Q3",microSDHC (dedicated slot),16GB 1.5GB RAM,alcatel Pop 4+,GSM / HSPA / LTE,Quad-core 1.1 GHz Cortex-A7,Android 6.0 (Marshmallow),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
62,140.7 x 71.4 x 8 mm (5.54 x 2.81 x 0.31 in),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",-,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)","5.0 inches, 68.9 cm2 (~68.6% screen-to-body ratio)",IPS LCD,"2016, February. Released 2016, Q3",microSDXC (dedicated slot),8GB 1GB RAM,alcatel Pop 4,GSM / HSPA / LTE,Quad-core 1.1 GHz Cortex-A7,Android 6.0 (Marshmallow),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
63,153.9 x 75.4 x 7 mm (6.06 x 2.97 x 0.28 in),Nano-SIM,152 g (5.36 oz),"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","5.5 inches, 83.4 cm2 (~71.9% screen-to-body ratio)",AMOLED,"2016, Q3. Released 2016, Q3",microSDXC (dedicated slot),64GB 4GB RAM,alcatel Idol 4s Windows,GSM / HSPA / LTE,Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Microsoft Windows 10,,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
64,153.9 x 75.4 x 7 mm (6.06 x 2.97 x 0.28 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by) - 6070K",149 g (5.26 oz),"1440 x 2560 pixels, 16:9 ratio (~534 ppi density)","5.5 inches, 83.4 cm2 (~71.9% screen-to-body ratio)",AMOLED,"2016, February. Released 2016, July",microSDXC (uses shared SIM slot),32GB 3GB RAM,alcatel Idol 4s,GSM / HSPA / LTE,Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Android 6.0.1 (Marshmallow),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
65,147 x 72.5 x 7.1 mm (5.79 x 2.85 x 0.28 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by) - 6055K, 6055I",135 g (4.76 oz),"1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","5.2 inches, 74.5 cm2 (~69.9% screen-to-body ratio)",IPS LCD,"2016, February. Released 2016, June",microSDXC (uses shared SIM slot),"16GB 2GB RAM (6055Y,6055K), 16GB 3GB RAM (6055B,6055H,6055I)",alcatel Idol 4,GSM / HSPA / LTE,Octa-core (4x1.7 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),Android 6.0.1 (Marshmallow),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
66,151.9 x 77.8 x 9.5 mm (5.98 x 3.06 x 0.37 in),Micro-SIM,174 g (6.14 oz),"720 x 1280 pixels, 16:9 ratio (~267 ppi density)","5.5 inches, 83.4 cm2 (~70.6% screen-to-body ratio)",IPS LCD,"2016, January. Released 2016, February",microSDHC (dedicated slot),16GB 2GB RAM,alcatel Fierce XL (Windows),GSM / HSPA / LTE,Quad-core 1.1 GHz Cortex-A7,Microsoft Windows 10,,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
67,40 x 40 x 15.8 mm (1.57 x 1.57 x 0.62 in),Pre-installed,-,96 x 64 pixels (~121 ppi density),0.95 inches,OLED (single white color),"2016, January. Released 2016, Q3",No,,alcatel CareTime,GSM,,Proprietary OS,,,,,,,,,,,,,,,,,,,,,,,,,,,watch,alcatel
68,189.2 x 107.6 x 9.2 mm (7.45 x 4.24 x 0.36 in),Micro-SIM,-,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)","7.0 inches, 137.9 cm2 (~67.7% screen-to-body ratio)",TFT,"2016, January. Released 2016, Q3",microSDHC (dedicated slot),8GB 1GB RAM,alcatel Pixi 4 (7),GSM / HSPA,Quad-core 1.3 GHz Cortex-A7,Android 6.0 (Marshmallow),,,,,,,,,,,,,,,,,,,,,,,,,,,tablet,alcatel
69,168.5 x 86.4 x 8 mm (6.63 x 3.40 x 0.31 in),"Dual SIM (Micro-SIM, dual stand-by)",179 g (6.31 oz),"540 x 960 pixels, 16:9 ratio (~184 ppi density)","6.0 inches, 99.2 cm2 (~68.2% screen-to-body ratio)",IPS LCD,"2016, June. Released 2016, June",microSDXC (dedicated slot),8GB 1GB RAM,alcatel Pixi 4 (6) 3G,GSM / HSPA,Quad-core 1.3 GHz,Android 5.1 (Lollipop),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
70,165 x 83.8 x 8.3 mm (6.50 x 3.30 x 0.33 in),Micro-SIM,-,"720 x 1280 pixels, 16:9 ratio (~245 ppi density)","6.0 inches, 99.2 cm2 (~71.8% screen-to-body ratio)",IPS LCD,"2016, January. Released 2016, June",microSDHC (dedicated slot),"8GB 1GB RAM, 16GB 1.5GB RAM",alcatel Pixi 4 (6),GSM / HSPA / LTE,Quad-core 1.1 GHz Cortex-A7,"Android 5.1 (Lollipop), upgradable to 6.0.1 (Marshmallow)",,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
71,121.3 x 64.4 x 9.7 mm (4.78 x 2.54 x 0.38 in),Micro-SIM,-,"480 x 800 pixels, 5:3 ratio (~233 ppi density)","4.0 inches, 45.5 cm2 (~58.3% screen-to-body ratio)",TFT,"2016, January. Released 2016, Q3",microSDHC (dedicated slot),"4GB 512MB RAM, 8GB 1GB RAM",alcatel Pixi 4 (4),GSM / HSPA,Quad-core 1.3 GHz Cortex-A7,Android 6.0 (Marshmallow),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
72,116 x 62 x 10 mm (4.57 x 2.44 x 0.39 in),Micro-SIM,-,"320 x 480 pixels, 3:2 ratio (~165 ppi density)","3.5 inches, 36.5 cm2 (~50.7% screen-to-body ratio)",TFT,"2016, January. Released 2016, Q3",microSDHC (dedicated slot),4GB 512MB RAM,alcatel Pixi 4 (3.5),GSM / HSPA,Dual-core 1.0 GHz Cortex-A7,Android 5.1 (Lollipop),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
73,209 x 124.9 x 8.3 mm (8.23 x 4.92 x 0.33 in),Micro-SIM,-,"800 x 1280 pixels, 16:10 ratio (~189 ppi density)","8.0 inches, 185.6 cm2 (~71.1% screen-to-body ratio)",IPS LCD,"2016, February",microSDHC (dedicated slot),8GB 1GB RAM,alcatel Pixi 3 (8) LTE,GSM / HSPA / LTE,Quad-core 1.3 GHz Cortex-A7,Microsoft Windows 10,,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
74,151.9 x 77.8 x 9.5 mm (5.98 x 3.06 x 0.37 in),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",174 g (6.14 oz),"720 x 1280 pixels, 16:9 ratio (~267 ppi density)","5.5 inches, 83.4 cm2 (~70.6% screen-to-body ratio)",TFT,"2016, February. Released 2016, April",microSDXC (dedicated slot),8GB 1GB RAM,alcatel Pop 3 (5.5),GSM / HSPA / LTE,Quad-core 1.3/ 1.1 GHz,Android 5.1 (Lollipop),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
75,141 x 71.5 x 9.9 mm (5.55 x 2.81 x 0.39 in),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",167 g (5.89 oz),"480 x 854 pixels, 16:9 ratio (~196 ppi density)","5.0 inches, 68.9 cm2 (~68.3% screen-to-body ratio)",TFT,"2015, Q4. Released 2015, Q4",microSDXC (dedicated slot),8GB 1GB RAM,alcatel Pop 3 (5),GSM / HSPA / LTE,Quad-core 1.3/ 1.1 GHz,Android 5.1 (Lollipop),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
76,151.9 x 77.8 x 9.5 mm (5.98 x 3.06 x 0.37 in),Micro-SIM,173 g (6.10 oz),"720 x 1280 pixels, 16:9 ratio (~267 ppi density)","5.5 inches, 83.4 cm2 (~70.6% screen-to-body ratio)",IPS LCD,"2015, October. Released 2015, November",microSDHC (dedicated slot),16GB 2GB RAM,alcatel Fierce XL,GSM / HSPA / LTE,Quad-core 1.1 GHz Cortex-A7,Android 5.1.1 (Lollipop),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
77,41.8 x 41.8 x 10.5 mm (1.65 x 1.65 x 0.41 in),No,-,240 x 204 pixels (~258 ppi density),1.22 inches,"IPS LCD, 256K colors","2015, September. Released 2015, September",No,8MB RAM,alcatel Watch,No cellular connectivity,184 MHz,Proprietary OS,,,,,,,,,,,,,,,,,,,,,,,,,,,watch,alcatel
78,50.5 x 50.5 x 13 mm (1.99 x 1.99 x 0.51 in),No,-,240 x 204 pixels (~258 ppi density),1.22 inches,"TFT, 65K colors","2015, September. Released 2015, September",No,8MB RAM,alcatel GO Watch,No cellular connectivity,184 MHz,Proprietary OS,,,,,,,,,,,,,,,,,,,,,,,,,,,watch,alcatel
79,145.8 x 70.4 x 9 mm (5.74 x 2.77 x 0.35 in),"Dual SIM (Micro-SIM, dual stand-by)",140 g (4.94 oz),"720 x 1280 pixels, 16:9 ratio (~294 ppi density)","5.0 inches, 68.9 cm2 (~67.1% screen-to-body ratio)",IPS LCD,"2015, September. Released 2015, September",microSDXC (dedicated slot),16GB 2GB RAM,alcatel Flash 2,GSM / HSPA / LTE,Octa-core 1.3 GHz Cortex-A53,Android 5.1 (Lollipop),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
80,108.5 x 45 x 12.6 mm (4.27 x 1.77 x 0.50 in),Mini-SIM,63 g (2.22 oz),128 x 160 pixels,"1.8 inches, 10.2 cm2 (~20.9% screen-to-body ratio)",TFT,2015. Released 2015,No,4MB,alcatel 10.16G,GSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
81,119 x 50 x 9.8 mm (4.69 x 1.97 x 0.39 in),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",72 g (2.54 oz),"240 x 320 pixels, 4:3 ratio (~167 ppi density)","2.4 inches, 17.8 cm2 (~30.0% screen-to-body ratio)","TFT, 256K colors",2015. Released 2015,No,16MB RAM,alcatel 2007,GSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
82,152.7 x 75.1 x 7.9 mm (6.01 x 2.96 x 0.31 in),Micro-SIM,-,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","5.5 inches, 83.4 cm2 (~72.7% screen-to-body ratio)",IPS LCD,"2015, September. Released 2015, Q4",microSDXC (dedicated slot),16GB 2GB RAM,alcatel Idol 3C,GSM / HSPA / LTE,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Android 5.0 (Lollipop),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
83,255.5 x 155 x 9.5 mm (10.06 x 6.10 x 0.37 in),No,-,"800 x 1280 pixels, 16:10 ratio (~149 ppi density)","10.1 inches, 295.8 cm2 (~74.7% screen-to-body ratio)",IPS LCD,"2015, September. Released 2015, Q4",microSDXC (dedicated slot),16GB 1GB RAM,alcatel Pixi 3 (10),No cellular connectivity,Quad-core 1.3 GHz Cortex-A7,Android 5.0 (Lollipop),,,,,,,,,,,,,,,,,,,,,,,,,,,tablet,alcatel
84,122.1 x 64.4 x 9.7 mm (4.81 x 2.54 x 0.38 in),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)",-,"480 x 800 pixels, 5:3 ratio (~233 ppi density)","4.0 inches, 45.5 cm2 (~57.9% screen-to-body ratio)",TFT,"2015, September. Released 2015, Q4",microSDHC (dedicated slot),4GB 512MB RAM,alcatel Pixi First,GSM / HSPA,Quad-core 1.2 GHz,Android 4.4.2 (KitKat),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
85,143 x 71.9 x 8.2 mm (5.63 x 2.83 x 0.32 in),"Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)",-,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)","5.0 inches, 68.9 cm2 (~67.0% screen-to-body ratio)",IPS LCD,"2015, September. Released 2015, Q4",microSDHC (dedicated slot),16GB 2GB RAM,alcatel Pop Up,GSM / HSPA / LTE,Octa-core 1.4 GHz,Android 5.0 (Lollipop),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
86,142.5 x 71.5 x 8.6 mm (5.61 x 2.81 x 0.34 in),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",-,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)","5.0 inches, 68.9 cm2 (~67.6% screen-to-body ratio)",IPS LCD,"2015, September. Released 2015, Q4",microSDHC (dedicated slot),8GB 1GB RAM,alcatel Pop Star LTE,GSM / HSPA / LTE,Quad-core 1.0 GHz Cortex-A53,Android 5.0 (Lollipop),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
87,141 x 71.5 x 8.6 mm (5.55 x 2.81 x 0.34 in),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",-,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)","5.0 inches, 68.9 cm2 (~68.4% screen-to-body ratio)",IPS LCD,"2015, September. Released 2015, Q4",microSDHC (dedicated slot),8GB 1GB RAM,alcatel Pop Star,GSM / HSPA,Quad-core 1.3 GHz Cortex-A7,Android 5.0 (Lollipop),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
88,143.3 x 73.3 x 9.2 mm (5.64 x 2.89 x 0.36 in),Micro-SIM,-,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)","5.0 inches, 68.9 cm2 (~65.6% screen-to-body ratio)",IPS LCD,"2015, September. Released 2015, December",microSDHC (dedicated slot),8GB 1GB RAM,alcatel Go Play,GSM / HSPA / LTE,Quad-core 1.2 GHz Cortex-A53,Android 5.0 (Lollipop),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
89,152.3 x 76.4 x 8 mm (6.00 x 3.01 x 0.31 in),Dual SIM,147 g (5.19 oz),"720 x 1280 pixels, 16:9 ratio (~267 ppi density)","5.5 inches, 83.4 cm2 (~71.7% screen-to-body ratio)",IPS LCD,"2015, May. Released 2015, May",microSDHC (dedicated slot),16GB 2GB RAM,alcatel Flash Plus,GSM / HSPA / LTE,Octa-core 1.5 GHz Cortex-A53,Android 4.4.4 (KitKat),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
90,133.6 x 65.3 x 9.9 mm (5.26 x 2.57 x 0.39 in),Micro-SIM,144.9 g (5.11 oz),"540 x 960 pixels, 16:9 ratio (~245 ppi density)","4.5 inches, 55.8 cm2 (~64.0% screen-to-body ratio)",TFT,"2015, April. Released 2015, April",microSDHC (dedicated slot),4GB 1GB RAM,alcatel Pop Astro,GSM / HSPA / LTE,Quad-core 1.5 GHz Cortex-A53,Android 4.4.2 (KitKat),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
91,152.1 x 76.2 x 8.1 mm (5.99 x 3.00 x 0.32 in),Micro-SIM,-,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)","5.5 inches, 83.4 cm2 (~72.0% screen-to-body ratio)",IPS LCD,"2014, September. Released 2014, September",microSDHC (dedicated slot),8GB 1GB RAM,alcatel Flash,GSM / HSPA,Octa-core 1.4 GHz Cortex-A7,Android 4.4 (KitKat),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
92,152.7 x 75.1 x 7.4 mm (6.01 x 2.96 x 0.29 in),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",141 g (4.97 oz),"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","5.5 inches, 83.4 cm2 (~72.7% screen-to-body ratio)",IPS LCD,"2015, March. Released 2015, June",microSDXC (dedicated slot) - single-SIM model,"16GB 2GB RAM, 32GB 2GB RAM (DS)",alcatel Idol 3 (5.5),GSM / HSPA / LTE,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"Android 5.0.2 (Lollipop), upgradable to 6.0.1 (Marshmallow)",,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
93,134.6 x 65.9 x 7.6 mm (5.30 x 2.59 x 0.30 in),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",110 g (3.88 oz),"720 x 1280 pixels, 16:9 ratio (~312 ppi density)","4.7 inches, 60.9 cm2 (~68.7% screen-to-body ratio)",IPS LCD,"2015, March. Released 2015, June",microSDXC (dedicated slot) - single-SIM model,"8GB 1.5GB RAM, 16GB 1.5GB RAM (DS)",alcatel Idol 3 (4.7),GSM / HSPA / LTE,Quad-core 1.2 GHz Cortex-A53,"Android 5.0.2 (Lollipop), upgradable to 6.0.1 (Marshmallow)",,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
94,112.2 x 62 x 11.9 mm (4.42 x 2.44 x 0.47 in),Dual SIM,-,"320 x 480 pixels, 3:2 ratio (~165 ppi density)","3.5 inches, 36.5 cm2 (~52.4% screen-to-body ratio)","TFT, 256K colors","2015, March. Released 2015, May",microSDHC (dedicated slot),512MB 256MB RAM,alcatel Orange Klif,GSM / HSPA,Dual-core 1.0 GHz,Firefox 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
95,-,Micro-SIM,-,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)","5.5 inches, 83.4 cm2",TFT,"2015, March. Released 2015, October",microSDXC (dedicated slot),8GB 1GB RAM,alcatel Pixi 3 (5.5) LTE,GSM / HSPA / LTE,Quad-core,Android 5.0 (Lollipop),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
96,-,Micro-SIM,-,"540 x 960 pixels, 16:9 ratio (~200 ppi density)","5.5 inches, 83.4 cm2",IPS LCD,"2015, March. Released 2015, October",microSDHC (dedicated slot),8GB 1GB RAM,alcatel Pixi 3 (5.5),GSM / HSPA,Quad-core 1.3 GHz Cortex-A7,Android 5.0 (Lollipop),,,,,,,,,,,,,,,,,,,,,,,,,,,phone,alcatel
97,209 x 124 x 9.2 mm (8.23 x 4.88 x 0.36 in),Micro-SIM,335 g (11.82 oz),"800 x 1280 pixels, 16:10 ratio (~189 ppi density)","8.0 inches, 185.6 cm2 (~71.6% screen-to-body ratio)",TFT,"2015, March. Released 2014, August",microSDHC (dedicated slot),4GB 1GB RAM,alcatel Pixi 3 (8) 3G,GSM / HSPA,Dual-core 1.3 GHz Cortex-A7,Android 4.4.2 (KitKat),,,,,,,,,,,,,,,,,,,,,,,,,,,tablet,alcatel
98,191 x 109 x 9.2 mm (7.52 x 4.29 x 0.36 in),Micro-SIM,260 g (9.17 oz),"600 x 1024 pixels, 16:9 ratio (~170 ppi density)","7.0 inches, 137.9 cm2 (~66.2% screen-to-body ratio)",TFT,"2015, March. Released 2015, August",microSDHC (dedicated slot),4GB 1GB RAM,alcatel Pixi 3 (7) LTE,GSM / HSPA / LTE,Quad-core 1.1 GHz Cortex-A7,Android 5.0 (Lollipop),,,,,,,,,,,,,,,,,,,,,,,,,,,tablet,alcatel
99,189 x 111 x 9.1 mm (7.44 x 4.37 x 0.36 in),Micro-SIM,260 g (9.17 oz),"600 x 1024 pixels, 16:9 ratio (~170 ppi density)","7.0 inches, 137.9 cm2 (~65.7% screen-to-body ratio)",TFT,"2015, March. Released 2015, May",microSDHC (dedicated slot),4GB 512MB RAM,alcatel Pixi 3 (7) 3G,GSM / HSPA,Dual-core 1.3 GHz Cortex-A7,Android 4.4.2 (KitKat),,,,,,,,,,,,,,,,,,,,,,,,,,,tablet,alcatel
